sample,module,index,type,trait,ns,functions_added,metadata_added
46,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5661,14,9
46,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2914,8,5
46,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,68677,66,34
46,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27684,66,34
46,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27400,66,34
46,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1895,4,2
46,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,59,0,0
46,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4855,14,9
46,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2551,8,5
46,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1763,4,2
46,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,52,0,0
46,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5281,14,9
46,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2775,8,5
46,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26644,66,34
46,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26398,66,34
46,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25485,66,34
46,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3543,7,4
46,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,855,2,1
46,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2709,7,4
46,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,821,2,1
46,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2604,7,4
46,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1873,4,2
46,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,58,0,0
46,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4452,14,9
46,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2759,8,5
46,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1932,4,2
46,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,73,0,0
46,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4968,14,9
46,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,69372,8,5
46,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1850,4,2
46,::std::ops,32,::std::ops::Range,::std::cmp::Eq,57,0,0
46,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5704,14,9
46,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3588,8,5
46,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30501,66,34
46,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28691,66,34
46,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,30018,66,34
46,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3390,7,4
46,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,918,2,1
46,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2558,7,4
46,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,790,2,1
46,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2613,7,4
46,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,61829,4,2
46,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,71,0,0
46,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,1003,2,1
46,::std::ops,46,::std::ops::Function,::std::clone::Clone,977,2,1
47,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,45915,66,34
47,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3256,7,4
47,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,879,2,1
47,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,30268,66,34
47,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2831,7,4
47,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,776,2,1
47,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,40490,66,34
47,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2768,7,4
47,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,863,2,1
47,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,30104,66,34
47,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2783,7,4
47,::std::iter,11,::std::iter::Map,::std::iter::Iterator,34622,66,34
47,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2619,7,4
47,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1660,2,1
47,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,40936,67,35
47,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,7866,7,4
47,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,25949,66,34
47,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10433,7,4
47,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,26079,66,34
47,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2771,7,4
47,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,884,2,1
47,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26037,66,34
47,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3796,7,4
47,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,1027,2,1
47,::std::iter,24,::std::iter::Take,::std::iter::Iterator,36206,66,34
47,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2633,7,4
47,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,722,2,1
47,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,40559,66,34
47,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2453,7,4
47,::std::iter,29,::std::iter::Once,::std::iter::Iterator,42234,66,34
47,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2475,7,4
47,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,2052,4,2
47,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,97,0,0
47,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5596,14,9
47,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2933,8,5
47,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,69119,66,34
47,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27793,66,34
47,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27296,66,34
47,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1848,4,2
47,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,59,0,0
47,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,5074,14,9
47,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2651,8,5
47,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1786,4,2
47,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,60,0,0
47,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5327,14,9
47,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2862,8,5
47,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26181,66,34
47,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25999,66,34
47,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25649,66,34
47,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3470,7,4
47,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,824,2,1
47,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2629,7,4
47,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,785,2,1
47,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2475,7,4
47,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1728,4,2
47,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,60,0,0
47,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4373,14,9
47,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2693,8,5
47,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1907,4,2
47,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,70,0,0
47,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,5064,14,9
47,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,75505,8,5
47,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1956,4,2
47,::std::ops,32,::std::ops::Range,::std::cmp::Eq,71,0,0
47,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5547,14,9
47,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3448,8,5
47,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30885,66,34
47,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28319,66,34
47,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28781,66,34
47,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3392,7,4
47,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,959,2,1
47,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2521,7,4
47,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,781,2,1
47,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2547,7,4
47,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,59661,4,2
47,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,65,0,0
47,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,940,2,1
47,::std::ops,46,::std::ops::Function,::std::clone::Clone,929,2,1
48,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,42222,66,34
48,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3280,7,4
48,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,820,2,1
48,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,31473,66,34
48,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2974,7,4
48,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,835,2,1
48,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,45318,66,34
48,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2700,7,4
48,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,869,2,1
48,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,29922,66,34
48,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2799,7,4
48,::std::iter,11,::std::iter::Map,::std::iter::Iterator,33069,66,34
48,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2672,7,4
48,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1633,2,1
48,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,42474,67,35
48,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3374,7,4
48,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,26044,66,34
48,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10512,7,4
48,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,25982,66,34
48,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2740,7,4
48,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,814,2,1
48,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26456,66,34
48,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3710,7,4
48,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,970,2,1
48,::std::iter,24,::std::iter::Take,::std::iter::Iterator,34098,66,34
48,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2636,7,4
48,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,738,2,1
48,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,42431,66,34
48,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2536,7,4
48,::std::iter,29,::std::iter::Once,::std::iter::Iterator,41000,66,34
48,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2448,7,4
48,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,2016,4,2
48,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,99,0,0
48,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5402,14,9
48,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2880,8,5
48,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,68859,66,34
48,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27791,66,34
48,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,37308,66,34
48,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1892,4,2
48,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,76,0,0
48,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4988,14,9
48,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2694,8,5
48,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1883,4,2
48,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,59,0,0
48,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5424,14,9
48,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2837,8,5
48,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26275,66,34
48,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25807,66,34
48,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25593,66,34
48,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3525,7,4
48,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,800,2,1
48,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2508,7,4
48,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,784,2,1
48,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2456,7,4
48,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1696,4,2
48,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,57,0,0
48,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4527,14,9
48,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2651,8,5
48,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1827,4,2
48,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,74,0,0
48,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4932,14,9
48,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,70486,8,5
48,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1821,4,2
48,::std::ops,32,::std::ops::Range,::std::cmp::Eq,51,0,0
48,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5427,14,9
48,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3366,8,5
48,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30875,66,34
48,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28380,66,34
48,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28654,66,34
48,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3380,7,4
48,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,896,2,1
48,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2532,7,4
48,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,783,2,1
48,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2468,7,4
48,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,59911,4,2
48,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,64,0,0
48,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,1008,2,1
48,::std::ops,46,::std::ops::Function,::std::clone::Clone,939,2,1
49,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,43716,66,34
49,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3207,7,4
49,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,840,2,1
49,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,30236,66,34
49,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2900,7,4
49,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,824,2,1
49,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,42439,66,34
49,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2710,7,4
49,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,880,2,1
49,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,29708,66,34
49,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2791,7,4
49,::std::iter,11,::std::iter::Map,::std::iter::Iterator,37533,66,34
49,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2666,7,4
49,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1651,2,1
49,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,42458,67,35
49,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3340,7,4
49,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,26053,66,34
49,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10802,7,4
49,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,25597,66,34
49,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2757,7,4
49,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,791,2,1
49,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26091,66,34
49,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3717,7,4
49,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,1013,2,1
49,::std::iter,24,::std::iter::Take,::std::iter::Iterator,34112,66,34
49,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2482,7,4
49,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,754,2,1
49,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,41928,66,34
49,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2519,7,4
49,::std::iter,29,::std::iter::Once,::std::iter::Iterator,40418,66,34
49,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2437,7,4
49,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1943,4,2
49,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,81,0,0
49,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5659,14,9
49,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2861,8,5
49,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,70564,66,34
49,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27833,66,34
49,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27441,66,34
49,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1837,4,2
49,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,55,0,0
49,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4958,14,9
49,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2761,8,5
49,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1822,4,2
49,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,58,0,0
49,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5387,14,9
49,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2752,8,5
49,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26312,66,34
49,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26013,66,34
49,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25323,66,34
49,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3438,7,4
49,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,856,2,1
49,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2655,7,4
49,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,868,2,1
49,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2420,7,4
49,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1791,4,2
49,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,62,0,0
49,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4532,14,9
49,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2648,8,5
49,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1888,4,2
49,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,69,0,0
49,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,5018,14,9
49,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,68990,8,5
49,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1780,4,2
49,::std::ops,32,::std::ops::Range,::std::cmp::Eq,62,0,0
49,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5626,14,9
49,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3506,8,5
49,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30376,66,34
49,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28473,66,34
49,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28246,66,34
49,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3395,7,4
49,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,957,2,1
49,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2513,7,4
49,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,778,2,1
49,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2477,7,4
49,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,59359,4,2
49,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,70,0,0
49,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,976,2,1
49,::std::ops,46,::std::ops::Function,::std::clone::Clone,893,2,1
50,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,43692,66,34
50,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3210,7,4
50,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,844,2,1
50,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,30025,66,34
50,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2861,7,4
50,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,784,2,1
50,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,42008,66,34
50,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2843,7,4
50,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,863,2,1
50,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,29982,66,34
50,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2800,7,4
50,::std::iter,11,::std::iter::Map,::std::iter::Iterator,33015,66,34
50,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2653,7,4
50,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1618,2,1
50,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,40568,67,35
50,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3417,7,4
50,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,25956,66,34
50,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,12296,7,4
50,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,30251,66,34
50,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2628,7,4
50,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,792,2,1
50,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26404,66,34
50,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3895,7,4
50,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,905,2,1
50,::std::iter,24,::std::iter::Take,::std::iter::Iterator,33989,66,34
50,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2508,7,4
50,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,720,2,1
50,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,41765,66,34
50,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2550,7,4
50,::std::iter,29,::std::iter::Once,::std::iter::Iterator,40284,66,34
50,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2424,7,4
50,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1972,4,2
50,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,90,0,0
50,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5686,14,9
50,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2985,8,5
50,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,68224,66,34
50,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27830,66,34
50,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,29023,66,34
50,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1803,4,2
50,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,52,0,0
50,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,5057,14,9
50,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2707,8,5
50,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1800,4,2
50,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,59,0,0
50,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5333,14,9
50,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2776,8,5
50,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26310,66,34
50,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26370,66,34
50,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25299,66,34
50,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3581,7,4
