sample,module,stage,entries,ns,functions_added,metadata_added
166,::std::ops,associated,86,19899,95,86
166,::std::ops,trait_impls,47,500943,808,434
166,::std::ops,reexports,2,945,0,2
166,::std::ops,construct,0,33,0,0
169,::std::iter,identity,1,423,0,0
169,::std::iter,module,1,2671,0,3
169,::std::iter,types,12,21150,0,12
169,::std::iter,traits,3,27097,0,38
169,::std::iter,items,3,3038,3,3
169,::std::iter,associated,43,10785,44,43
169,::std::iter,trait_impls,31,473478,891,464
169,::std::iter,reexports,0,39,0,0
169,::std::iter,construct,0,39,0,0
169,::std::ops,identity,1,119,0,0
169,::std::ops,module,1,625,0,1
169,::std::ops,types,17,18485,7,19
169,::std::ops,traits,0,36,0,0
169,::std::ops,items,5,3375,5,5
169,::std::ops,associated,86,20229,95,86
169,::std::ops,trait_impls,47,501344,808,434
169,::std::ops,reexports,2,945,0,2
169,::std::ops,construct,0,33,0,0
170,::std::iter,identity,1,435,0,0
170,::std::iter,module,1,2593,0,3
170,::std::iter,types,12,20452,0,12
170,::std::iter,traits,3,28488,0,38
170,::std::iter,items,3,3041,3,3
170,::std::iter,associated,43,10914,44,43
170,::std::iter,trait_impls,31,474046,891,464
170,::std::iter,reexports,0,36,0,0
170,::std::iter,construct,0,44,0,0
170,::std::ops,identity,1,110,0,0
170,::std::ops,module,1,660,0,1
170,::std::ops,types,17,18608,7,19
170,::std::ops,traits,0,20,0,0
170,::std::ops,items,5,3417,5,5
170,::std::ops,associated,86,20485,95,86
170,::std::ops,trait_impls,47,505160,808,434
170,::std::ops,reexports,2,948,0,2
170,::std::ops,construct,0,32,0,0
171,::std::iter,identity,1,410,0,0
171,::std::iter,module,1,2623,0,3
171,::std::iter,types,12,24965,0,12
171,::std::iter,traits,3,27988,0,38
171,::std::iter,items,3,3012,3,3
171,::std::iter,associated,43,12739,44,43
171,::std::iter,trait_impls,31,467948,891,464
171,::std::iter,reexports,0,37,0,0
171,::std::iter,construct,0,35,0,0
171,::std::ops,identity,1,106,0,0
171,::std::ops,module,1,618,0,1
171,::std::ops,types,17,18810,7,19
171,::std::ops,traits,0,53,0,0
171,::std::ops,items,5,3439,5,5
171,::std::ops,associated,86,19855,95,86
171,::std::ops,trait_impls,47,503415,808,434
171,::std::ops,reexports,2,918,0,2
171,::std::ops,construct,0,34,0,0
172,::std::iter,identity,1,1455,0,0
172,::std::iter,module,1,2576,0,3
172,::std::iter,types,12,18377,0,12
172,::std::iter,traits,3,27348,0,38
172,::std::iter,items,3,2940,3,3
172,::std::iter,associated,43,10797,44,43
172,::std::iter,trait_impls,31,468664,891,464
172,::std::iter,reexports,0,39,0,0
172,::std::iter,construct,0,35,0,0
172,::std::ops,identity,1,106,0,0
172,::std::ops,module,1,656,0,1
172,::std::ops,types,17,20229,7,19
172,::std::ops,traits,0,47,0,0
172,::std::ops,items,5,3417,5,5
172,::std::ops,associated,86,19727,95,86
172,::std::ops,trait_impls,47,503043,808,434
172,::std::ops,reexports,2,911,0,2
172,::std::ops,construct,0,32,0,0
173,::std::iter,identity,1,413,0,0
173,::std::iter,module,1,2640,0,3
173,::std::iter,types,12,19989,0,12
173,::std::iter,traits,3,27312,0,38
173,::std::iter,items,3,3060,3,3
173,::std::iter,associated,43,10806,44,43
173,::std::iter,trait_impls,31,468093,891,464
173,::std::iter,reexports,0,39,0,0
173,::std::iter,construct,0,33,0,0
173,::std::ops,identity,1,83,0,0
173,::std::ops,module,1,617,0,1
173,::std::ops,types,17,18646,7,19
173,::std::ops,traits,0,21,0,0
173,::std::ops,items,5,3451,5,5
173,::std::ops,associated,86,19932,95,86
173,::std::ops,trait_impls,47,505366,808,434
173,::std::ops,reexports,2,955,0,2
173,::std::ops,construct,0,33,0,0
174,::std::iter,identity,1,440,0,0
174,::std::iter,module,1,2605,0,3
174,::std::iter,types,12,18754,0,12
174,::std::iter,traits,3,29700,0,38
174,::std::iter,items,3,3067,3,3
174,::std::iter,associated,43,10978,44,43
174,::std::iter,trait_impls,31,467420,891,464
174,::std::iter,reexports,0,37,0,0
174,::std::iter,construct,0,36,0,0
174,::std::ops,identity,1,108,0,0
174,::std::ops,module,1,661,0,1
174,::std::ops,types,17,18567,7,19
174,::std::ops,traits,0,57,0,0
174,::std::ops,items,5,3442,5,5
174,::std::ops,associated,86,19952,95,86
174,::std::ops,trait_impls,47,495738,808,434
174,::std::ops,reexports,2,916,0,2
174,::std::ops,construct,0,34,0,0
175,::std::iter,identity,1,402,0,0
175,::std::iter,module,1,2678,0,3
175,::std::iter,types,12,20588,0,12
175,::std::iter,traits,3,27371,0,38
175,::std::iter,items,3,3032,3,3
175,::std::iter,associated,43,12730,44,43
175,::std::iter,trait_impls,31,468801,891,464
175,::std::iter,reexports,0,37,0,0
175,::std::iter,construct,0,36,0,0
175,::std::ops,identity,1,99,0,0
175,::std::ops,module,1,660,0,1
175,::std::ops,types,17,18866,7,19
175,::std::ops,traits,0,54,0,0
175,::std::ops,items,5,3360,5,5
175,::std::ops,associated,86,20209,95,86
175,::std::ops,trait_impls,47,501213,808,434
175,::std::ops,reexports,2,870,0,2
175,::std::ops,construct,0,33,0,0
176,::std::iter,identity,1,400,0,0
176,::std::iter,module,1,2520,0,3
176,::std::iter,types,12,20757,0,12
176,::std::iter,traits,3,27333,0,38
176,::std::iter,items,3,3133,3,3
176,::std::iter,associated,43,10956,44,43
176,::std::iter,trait_impls,31,467217,891,464
176,::std::iter,reexports,0,37,0,0
176,::std::iter,construct,0,39,0,0
176,::std::ops,identity,1,82,0,0
176,::std::ops,module,1,705,0,1
176,::std::ops,types,17,20314,7,19
176,::std::ops,traits,0,51,0,0
176,::std::ops,items,5,3384,5,5
176,::std::ops,associated,86,19666,95,86
176,::std::ops,trait_impls,47,500970,808,434
176,::std::ops,reexports,2,896,0,2
176,::std::ops,construct,0,34,0,0
177,::std::iter,identity,1,394,0,0
177,::std::iter,module,1,2632,0,3
177,::std::iter,types,12,20115,0,12
177,::std::iter,traits,3,28115,0,38
177,::std::iter,items,3,3066,3,3
177,::std::iter,associated,43,11052,44,43
177,::std::iter,trait_impls,31,470700,891,464
177,::std::iter,reexports,0,39,0,0
177,::std::iter,construct,0,35,0,0
177,::std::ops,identity,1,154,0,0
177,::std::ops,module,1,675,0,1
177,::std::ops,types,17,18750,7,19
177,::std::ops,traits,0,51,0,0
177,::std::ops,items,5,3481,5,5
177,::std::ops,associated,86,20078,95,86
177,::std::ops,trait_impls,47,501399,808,434
177,::std::ops,reexports,2,861,0,2
177,::std::ops,construct,0,35,0,0
179,::std::iter,identity,1,1515,0,0
179,::std::iter,module,1,2752,0,3
179,::std::iter,types,12,18882,0,12
179,::std::iter,traits,3,27325,0,38
179,::std::iter,items,3,3027,3,3
179,::std::iter,associated,43,12510,44,43
179,::std::iter,trait_impls,31,468579,891,464
179,::std::iter,reexports,0,36,0,0
179,::std::iter,construct,0,39,0,0
179,::std::ops,identity,1,82,0,0
179,::std::ops,module,1,682,0,1
179,::std::ops,types,17,19066,7,19
179,::std::ops,traits,0,56,0,0
179,::std::ops,items,5,3469,5,5
179,::std::ops,associated,86,19868,95,86
179,::std::ops,trait_impls,47,502720,808,434
179,::std::ops,reexports,2,927,0,2
179,::std::ops,construct,0,34,0,0
182,::std::iter,identity,1,443,0,0
182,::std::iter,module,1,2660,0,3
182,::std::iter,types,12,20632,0,12
182,::std::iter,traits,3,29160,0,38
182,::std::iter,items,3,3171,3,3
182,::std::iter,associated,43,10982,44,43
182,::std::iter,trait_impls,31,467932,891,464
182,::std::iter,reexports,0,37,0,0
182,::std::iter,construct,0,38,0,0
182,::std::ops,identity,1,105,0,0
182,::std::ops,module,1,639,0,1
182,::std::ops,types,17,18815,7,19
182,::std::ops,traits,0,46,0,0
182,::std::ops,items,5,3502,5,5
182,::std::ops,associated,86,19856,95,86
182,::std::ops,trait_impls,47,500580,808,434
182,::std::ops,reexports,2,899,0,2
182,::std::ops,construct,0,38,0,0
183,::std::iter,identity,1,436,0,0
183,::std::iter,module,1,2624,0,3
183,::std::iter,types,12,18916,0,12
183,::std::iter,traits,3,27580,0,38
183,::std::iter,items,3,3008,3,3
183,::std::iter,associated,43,12790,44,43
183,::std::iter,trait_impls,31,469606,891,464
183,::std::iter,reexports,0,37,0,0
183,::std::iter,construct,0,37,0,0
183,::std::ops,identity,1,113,0,0
183,::std::ops,module,1,608,0,1
183,::std::ops,types,17,18845,7,19
183,::std::ops,traits,0,54,0,0
183,::std::ops,items,5,3492,5,5
183,::std::ops,associated,86,20169,95,86
183,::std::ops,trait_impls,47,504797,808,434
183,::std::ops,reexports,2,914,0,2
183,::std::ops,construct,0,32,0,0
188,::std::iter,identity,1,391,0,0
188,::std::iter,module,1,2623,0,3
188,::std::iter,types,12,19890,0,12
188,::std::iter,traits,3,27483,0,38
188,::std::iter,items,3,3034,3,3
188,::std::iter,associated,43,10831,44,43
188,::std::iter,trait_impls,31,469646,891,464
188,::std::iter,reexports,0,38,0,0
188,::std::iter,construct,0,36,0,0
188,::std::ops,identity,1,91,0,0
188,::std::ops,module,1,663,0,1
188,::std::ops,types,17,18614,7,19
188,::std::ops,traits,0,45,0,0
188,::std::ops,items,5,3367,5,5
188,::std::ops,associated,86,19959,95,86
188,::std::ops,trait_impls,47,501396,808,434
188,::std::ops,reexports,2,941,0,2
188,::std::ops,construct,0,38,0,0
189,::std::iter,identity,1,441,0,0
189,::std::iter,module,1,2560,0,3
189,::std::iter,types,12,19554,0,12
189,::std::iter,traits,3,27561,0,38
189,::std::iter,items,3,3086,3,3
189,::std::iter,associated,43,11100,44,43
189,::std::iter,trait_impls,31,467546,891,464
189,::std::iter,reexports,0,37,0,0
189,::std::iter,construct,0,42,0,0
189,::std::ops,identity,1,119,0,0
189,::std::ops,module,1,671,0,1
189,::std::ops,types,17,18572,7,19
189,::std::ops,traits,0,24,0,0
189,::std::ops,items,5,3309,5,5
189,::std::ops,associated,86,21665,95,86
189,::std::ops,trait_impls,47,502824,808,434
189,::std::ops,reexports,2,1054,0,2
189,::std::ops,construct,0,30,0,0
190,::std::iter,identity,1,392,0,0
190,::std::iter,module,1,2734,0,3
190,::std::iter,types,12,22801,0,12
190,::std::iter,traits,3,32560,0,38
190,::std::iter,items,3,3073,3,3
190,::std::iter,associated,43,10850,44,43
190,::std::iter,trait_impls,31,468220,891,464
190,::std::iter,reexports,0,39,0,0
190,::std::iter,construct,0,37,0,0
190,::std::ops,identity,1,114,0,0
190,::std::ops,module,1,660,0,1
190,::std::ops,types,17,18929,7,19
190,::std::ops,traits,0,48,0,0
190,::std::ops,items,5,3457,5,5
190,::std::ops,associated,86,20126,95,86
190,::std::ops,trait_impls,47,499158,808,434
190,::std::ops,reexports,2,997,0,2
190,::std::ops,construct,0,35,0,0
191,::std::iter,identity,1,492,0,0
191,::std::iter,module,1,2588,0,3
191,::std::iter,types,12,21287,0,12
191,::std::iter,traits,3,29282,0,38
191,::std::iter,items,3,3118,3,3
191,::std::iter,associated,43,11115,44,43
191,::std::iter,trait_impls,31,467673,891,464
191,::std::iter,reexports,0,36,0,0
191,::std::iter,construct,0,39,0,0
191,::std::ops,identity,1,103,0,0
191,::std::ops,module,1,668,0,1
191,::std::ops,types,17,18838,7,19
191,::std::ops,traits,0,57,0,0
191,::std::ops,items,5,3501,5,5
191,::std::ops,associated,86,20003,95,86
191,::std::ops,trait_impls,47,501542,808,434
191,::std::ops,reexports,2,929,0,2
191,::std::ops,construct,0,34,0,0
192,::std::iter,identity,1,422,0,0
192,::std::iter,module,1,2616,0,3
192,::std::iter,types,12,19400,0,12
192,::std::iter,traits,3,27752,0,38
192,::std::iter,items,3,3091,3,3
192,::std::iter,associated,43,10865,44,43
192,::std::iter,trait_impls,31,470602,891,464
192,::std::iter,reexports,0,34,0,0
192,::std::iter,construct,0,36,0,0
192,::std::ops,identity,1,106,0,0
192,::std::ops,module,1,672,0,1
192,::std::ops,types,17,19102,7,19
192,::std::ops,traits,0,133,0,0
192,::std::ops,items,5,3486,5,5
192,::std::ops,associated,86,20407,95,86
192,::std::ops,trait_impls,47,501077,808,434
192,::std::ops,reexports,2,1102,0,2
192,::std::ops,construct,0,33,0,0
193,::std::iter,identity,1,797,0,0
193,::std::iter,module,1,3699,0,3
193,::std::iter,types,12,21762,0,12
193,::std::iter,traits,3,28214,0,38
193,::std::iter,items,3,3536,3,3
193,::std::iter,associated,43,10999,44,43
193,::std::iter,trait_impls,31,466019,891,464
193,::std::iter,reexports,0,39,0,0
193,::std::iter,construct,0,36,0,0
193,::std::ops,identity,1,84,0,0
193,::std::ops,module,1,705,0,1
193,::std::ops,types,17,20403,7,19
193,::std::ops,traits,0,57,0,0
193,::std::ops,items,5,3400,5,5
193,::std::ops,associated,86,19932,95,86
193,::std::ops,trait_impls,47,503153,808,434
193,::std::ops,reexports,2,922,0,2
193,::std::ops,construct,0,32,0,0
195,::std::iter,identity,1,1464,0,0
195,::std::iter,module,1,2629,0,3
195,::std::iter,types,12,18674,0,12
195,::std::iter,traits,3,30445,0,38
195,::std::iter,items,3,2995,3,3
195,::std::iter,associated,43,10837,44,43
195,::std::iter,trait_impls,31,464151,891,464
195,::std::iter,reexports,0,41,0,0
195,::std::iter,construct,0,38,0,0
195,::std::ops,identity,1,100,0,0
195,::std::ops,module,1,671,0,1
195,::std::ops,types,17,18708,7,19
195,::std::ops,traits,0,36,0,0
195,::std::ops,items,5,3544,5,5
195,::std::ops,associated,86,19961,95,86
195,::std::ops,trait_impls,47,508705,808,434
195,::std::ops,reexports,2,913,0,2
195,::std::ops,construct,0,32,0,0
196,::std::iter,identity,1,1512,0,0
196,::std::iter,module,1,2573,0,3
196,::std::iter,types,12,19819,0,12
196,::std::iter,traits,3,26702,0,38
196,::std::iter,items,3,3070,3,3
196,::std::iter,associated,43,12532,44,43
196,::std::iter,trait_impls,31,461782,891,464
196,::std::iter,reexports,0,38,0,0
196,::std::iter,construct,0,43,0,0
196,::std::ops,identity,1,97,0,0
196,::std::ops,module,1,640,0,1
196,::std::ops,types,17,18736,7,19
196,::std::ops,traits,0,47,0,0
196,::std::ops,items,5,3619,5,5
196,::std::ops,associated,86,20036,95,86
196,::std::ops,trait_impls,47,499877,808,434
196,::std::ops,reexports,2,961,0,2
196,::std::ops,construct,0,33,0,0
198,::std::iter,identity,1,417,0,0
198,::std::iter,module,1,2603,0,3
198,::std::iter,types,12,21199,0,12
198,::std::iter,traits,3,27772,0,38
198,::std::iter,items,3,3104,3,3
198,::std::iter,associated,43,10811,44,43
198,::std::iter,trait_impls,31,464709,891,464
198,::std::iter,reexports,0,37,0,0
198,::std::iter,construct,0,41,0,0
198,::std::ops,identity,1,75,0,0
198,::std::ops,module,1,644,0,1
198,::std::ops,types,17,18819,7,19
198,::std::ops,traits,0,58,0,0
198,::std::ops,items,5,3445,5,5
198,::std::ops,associated,86,19811,95,86
198,::std::ops,trait_impls,47,495403,808,434
198,::std::ops,reexports,2,857,0,2
198,::std::ops,construct,0,39,0,0
