sample,module,build_ns,install_ns,drop_ns
128,ops::generator,5386,45977,572
128,option,8205,103143,902
128,result,5105,23164,605
128,stream,1667,4087,280
128,test,2052,4472,303
128,vec,5964,25027,782
128,slice,1937,30156,309
130,iter,50420,536957,2897
130,core,3982,10715,415
130,cmp,4767,15943,678
130,any,1711,3798,294
130,clone,2170,2638,216
130,num,1823,2245,211
130,hash,535,1468,119
130,string,12276,175611,1556
130,bytes,6764,33974,712
130,collections,1303,2211,243
130,collections::hash_map,9619,133765,862
130,collections::hash_set,9867,236750,929
130,collections::vec_deque,7322,67093,802
130,char,2255,9622,321
130,f64,10106,32613,978
130,tuple,3906,17514,488
130,fmt,5107,6339,354
130,future,921,2693,218
130,i64,8774,60915,881
130,u64,5761,24563,641
130,io,3205,4457,385
130,macros,191,624,149
130,macros::builtin,1252,2391,159
130,mem,2085,7962,355
130,object,9247,105602,887
130,ops,41859,539064,4093
130,ops::generator,5358,45390,588
130,option,8206,104801,886
130,result,5196,21676,616
130,stream,1688,3976,273
130,test,1990,4481,289
130,vec,6048,25060,726
130,slice,1856,30216,284
133,iter,46979,534454,2816
133,core,3993,10843,368
133,cmp,4720,15860,616
133,any,1708,3749,296
133,clone,2264,2571,239
133,num,1856,2236,202
133,hash,518,1384,134
133,string,12276,175452,1515
133,bytes,5966,33580,764
133,collections,1353,2180,241
133,collections::hash_map,9386,133367,865
133,collections::hash_set,9379,209954,914
133,collections::vec_deque,6834,73076,891
133,char,2218,9134,329
133,f64,9964,32632,979
133,tuple,3701,18083,465
133,fmt,4971,6502,310
133,future,944,2608,206
133,i64,10209,60435,818
133,u64,6090,24816,614
133,io,3106,4568,356
133,macros,219,635,144
133,macros::builtin,1288,2437,179
133,mem,2098,7936,283
133,object,7601,104316,1014
133,ops,42525,532147,4093
133,ops::generator,5098,48476,580
133,option,8287,103097,869
133,result,5026,22717,614
133,stream,1680,3989,247
133,test,2080,4455,277
133,vec,6218,25019,696
133,slice,1899,30636,297
136,iter,52371,530541,2970
136,core,4075,10758,468
136,cmp,4541,15608,699
136,any,2924,3747,311
136,clone,1100,2609,234
136,num,1873,2170,212
136,hash,534,1435,177
136,string,13005,174278,1610
136,bytes,6526,33466,753
136,collections,1312,2232,291
136,collections::hash_map,9414,134104,838
136,collections::hash_set,9740,233799,854
136,collections::vec_deque,7025,68810,848
136,char,2227,9572,325
136,f64,9838,32407,994
136,tuple,5102,17630,468
136,fmt,5097,6469,325
136,future,946,2648,224
136,i64,8453,60773,825
136,u64,5928,24746,643
136,io,3108,4575,369
136,macros,191,611,145
136,macros::builtin,1300,2356,182
136,mem,2207,8023,336
136,object,8228,103582,939
136,ops,44688,539713,4180
136,ops::generator,5600,45383,604
136,option,8072,105579,908
136,result,4831,20985,766
136,stream,2054,6392,353
136,test,3226,6855,368
136,vec,7942,26514,717
136,slice,1913,30596,296
137,iter,55774,538253,2803
137,core,4020,10703,380
137,cmp,4735,15974,597
137,any,2997,3885,282
137,clone,1194,2469,192
137,num,2219,2261,167
137,hash,568,1422,131
137,string,12176,172651,1511
137,bytes,6315,34838,720
137,collections,1388,2255,265
137,collections::hash_map,9321,131876,835
137,collections::hash_set,13101,210005,832
137,collections::vec_deque,6821,66718,852
137,char,2121,9277,277
137,f64,9656,34512,952
137,tuple,3883,17216,494
137,fmt,5257,6464,347
137,future,923,2681,183
137,i64,8516,60693,850
137,u64,6530,24949,625
137,io,3133,4562,332
137,macros,209,602,125
137,macros::builtin,1282,2322,165
137,mem,2061,8035,297
137,object,9383,104282,991
137,ops,44118,539616,4105
137,ops::generator,5426,45612,636
137,option,8170,104310,873
137,result,4661,21367,592
137,stream,1704,4210,250
137,test,2087,4416,283
137,vec,6330,25257,719
137,slice,1981,30710,285
144,iter,45387,541342,2987
144,core,3819,10862,454
144,cmp,4519,15903,669
144,any,1776,3836,282
144,clone,2254,2623,248
144,num,2791,2324,192
144,hash,545,1473,163
144,string,12995,176513,1554
144,bytes,6574,33340,760
144,collections,1314,2262,286
144,collections::hash_map,9950,133725,929
144,collections::hash_set,11530,208444,884
144,collections::vec_deque,6848,68988,846
144,char,2234,9215,295
144,f64,10045,32684,917
144,tuple,3868,17781,445
144,fmt,4834,6308,367
144,future,917,2645,206
144,i64,11713,62337,799
144,u64,5987,24724,639
144,io,3154,4509,336
144,macros,206,590,148
144,macros::builtin,1294,2253,181
144,mem,2127,8020,265
144,object,8113,104341,934
144,ops,44709,534540,4221
144,ops::generator,5248,45173,637
144,option,8094,105524,905
144,result,4898,36878,623
144,stream,1817,4176,298
144,test,2038,4615,313
144,vec,5763,25270,703
144,slice,1914,33850,353
149,iter,43509,529918,2969
149,core,4160,10634,460
149,cmp,4576,15793,611
149,any,1774,3719,294
149,clone,2261,2576,203
149,num,1889,2266,168
149,hash,578,1392,141
149,string,11982,175055,1428
149,bytes,6574,37683,810
149,collections,1416,2207,241
149,collections::hash_map,10575,134709,843
149,collections::hash_set,9979,208339,886
149,collections::vec_deque,7082,68856,951
149,char,2176,9212,331
149,f64,10076,33132,955
149,tuple,3830,17838,471
149,fmt,4730,6324,310
149,future,978,2751,204
149,i64,8558,62062,920
149,u64,5962,24480,675
149,io,3056,4555,381
149,macros,196,685,149
149,macros::builtin,1238,2510,173
149,mem,2115,8078,308
149,object,7786,104150,973
149,ops,44296,544244,4318
149,ops::generator,5235,46021,648
149,option,8189,105065,954
149,result,4847,21051,639
149,stream,1781,4162,273
149,test,2040,4464,288
149,vec,5859,25357,669
149,slice,1837,30597,280
150,iter,44302,527165,2915
150,core,3981,10681,377
150,cmp,4530,15973,574
150,any,1643,3780,285
150,clone,3160,2559,209
150,num,1906,2288,171
150,hash,540,1448,129
150,string,12609,179592,1533
150,bytes,6385,34777,779
150,collections,1371,2261,256
150,collections::hash_map,9296,133643,846
150,collections::hash_set,9859,209712,865
150,collections::vec_deque,6945,67009,826
150,char,2246,9278,311
150,f64,9646,33437,1005
150,tuple,3874,17823,443
150,fmt,4864,6369,319
150,future,906,2678,193
150,i64,8459,61404,891
150,u64,5750,24749,602
150,io,3174,4658,342
150,macros,196,632,148
150,macros::builtin,1259,2259,174
150,mem,2039,8030,309
150,object,7727,103172,982
150,ops,44392,536034,4086
150,ops::generator,5416,45447,553
150,option,7868,104769,898
150,result,5047,21520,584
150,stream,1683,4343,279
150,test,2023,4332,265
150,vec,5741,25161,665
150,slice,1914,31298,279
152,iter,45592,528232,2914
152,core,3928,10730,471
152,cmp,5903,15904,655
152,any,3009,3746,287
152,clone,1098,2678,222
152,num,1903,2269,210
152,hash,535,1415,173
152,string,12735,174909,5248
152,bytes,6707,33335,740
152,collections,1393,2231,278
152,collections::hash_map,9349,134220,822
152,collections::hash_set,9481,207857,976
152,collections::vec_deque,6666,66740,830
152,char,2103,9498,323
152,f64,9871,32443,964
152,tuple,3789,17453,487
152,fmt,5088,6432,381
152,future,939,2648,243
152,i64,8608,60540,854
152,u64,5891,24662,645
152,io,3085,4517,437
152,macros,187,610,140
152,macros::builtin,1210,2309,178
152,mem,2093,7941,340
152,object,7811,104812,934
152,ops,42464,540879,4219
152,ops::generator,5234,45206,659
152,option,7908,103111,929
152,result,4923,21618,625
152,stream,1798,4096,303
152,test,2063,4605,329
152,vec,5886,25726,738
152,slice,1857,30474,331
153,iter,46363,540176,2896
153,core,4065,10836,383
153,cmp,6276,15989,625
153,any,2889,3740,272
153,clone,1102,2585,221
153,num,2078,2411,178
153,hash,546,1527,137
153,string,12663,180327,1529
153,bytes,6519,34173,745
153,collections,1391,2102,263
153,collections::hash_map,9216,133866,782
153,collections::hash_set,9819,209134,874
153,collections::vec_deque,7087,66982,796
153,char,2247,9308,268
153,f64,9867,32101,932
153,tuple,3757,17831,418
153,fmt,5183,6233,329
153,future,947,2627,188
153,i64,8768,60266,821
153,u64,5868,24542,599
153,io,3154,4503,324
153,macros,207,616,155
153,macros::builtin,1227,2407,198
153,mem,2119,8072,312
153,object,8059,105774,971
153,ops,43003,539911,3994
153,ops::generator,5267,45354,587
153,option,7781,104858,902
153,result,4894,21167,619
153,stream,1689,4022,254
153,test,2181,4367,240
153,vec,6517,25123,698
153,slice,1810,30858,279
156,iter,47491,528056,3036
156,core,4110,10497,414
156,cmp,4425,15893,660
156,any,3137,3819,303
156,clone,1168,2577,237
156,num,1939,2266,214
156,hash,540,1426,181
156,string,12200,175180,1617
156,bytes,6471,33556,763
156,collections,1412,2239,291
156,collections::hash_map,11004,138510,871
156,collections::hash_set,9527,209613,862
156,collections::vec_deque,6665,67847,782
156,char,2256,9372,324
156,f64,9752,32827,983
156,tuple,3827,17835,441
156,fmt,4960,6389,324
156,future,952,2636,180
156,i64,10041,61567,840
156,u64,5759,24995,637
156,io,2985,4490,365
156,macros,151,612,152
156,macros::builtin,1229,2380,194
156,mem,2151,8097,330
156,object,7603,104192,912
156,ops,42737,542645,4188
156,ops::generator,5389,45547,620
156,option,8328,102831,909
156,result,5025,23212,632
156,stream,1727,4077,281
156,test,2040,4547,316
156,vec,5740,25456,716
156,slice,1882,30698,264
158,iter,49854,528145,3996
158,core,3916,10770,430
158,cmp,4741,15678,631
158,any,1701,3856,277
158,clone,2222,2499,216
158,num,2729,2308,186
158,hash,518,1457,161
158,string,12698,175998,1606
158,bytes,6412,33315,757
158,collections,1374,2314,271
158,collections::hash_map,9422,135370,898
158,collections::hash_set,9869,212562,937
158,collections::vec_deque,6890,67411,842
158,char,2272,9639,318
158,f64,9960,32726,1002
158,tuple,3830,17954,439
158,fmt,4995,6338,357
158,future,919,2726,218
158,i64,8378,61650,881
158,u64,5739,24745,667
158,io,3158,4525,360
158,macros,168,612,150
158,macros::builtin,1289,2318,183
158,mem,2178,7969,302
158,object,7871,105786,928
158,ops,42387,541624,4188
158,ops::generator,5093,45877,609
158,option,7921,105153,968
158,result,4894,21387,629
158,stream,1703,4081,287
158,test,1963,4447,277
158,vec,5877,25374,708
158,slice,1930,30608,295
159,iter,74047,529217,2890
159,core,4036,10573,398
159,cmp,4661,15842,618
159,any,3001,3836,304
159,clone,2323,2632,197
159,num,2128,2189,166
159,hash,567,1377,141
159,string,12769,175484,1534
159,bytes,6130,33542,785
159,collections,1364,2238,240
159,collections::hash_map,10714,134307,825
159,collections::hash_set,13026,207992,873
159,collections::vec_deque,6761,69244,781
159,char,2318,9269,295
159,f64,10114,32470,924
159,tuple,3652,17640,444
159,fmt,5032,6366,329
159,future,915,2609,193
159,i64,8471,59841,780
159,u64,5871,24089,668
159,io,3081,4581,363
159,macros,196,606,122
159,macros::builtin,1192,2279,181
159,mem,2101,7959,325
159,object,7583,103956,903
159,ops,44726,539067,3997
159,ops::generator,5485,45847,621
159,option,8362,104635,824
159,result,5061,21422,621
159,stream,1771,4125,258
159,test,2058,4495,260
159,vec,5646,25108,707
159,slice,2068,30696,272
161,iter,48405,555304,2878
161,core,3813,10670,392
161,cmp,4533,15877,621
161,any,2869,3798,289
161,clone,2232,2635,234
161,num,2026,2272,171
161,hash,573,1408,156
161,string,13151,176839,1527
161,bytes,6615,33743,855
161,collections,1366,2109,245
161,collections::hash_map,10809,133170,855
161,collections::hash_set,10107,213366,885
161,collections::vec_deque,7583,66850,836
161,char,2281,9187,271
161,f64,9861,32621,982
161,tuple,3714,19026,421
161,fmt,5249,6483,344
161,future,920,2695,187
161,i64,9098,61225,855
161,u64,6300,30809,903
161,io,4054,6803,452
161,macros,273,1279,162
161,macros::builtin,1522,2447,172
161,mem,2245,8166,288
161,object,7979,103648,931
161,ops,42703,550502,4047
161,ops::generator,5482,45226,542
161,option,8040,104659,899
161,result,5189,21417,545
161,stream,1737,4041,241
161,test,2082,4575,274
161,vec,5943,25149,714
161,slice,1895,30725,276
162,iter,49089,531091,2982
162,core,4021,10565,426
162,cmp,4764,15897,629
162,any,1728,3912,237
162,clone,2359,2637,246
162,num,3195,2349,175
162,hash,574,1440,158
162,string,12907,177092,1544
162,bytes,6407,33753,798
162,collections,1346,2319,273
162,collections::hash_map,11133,134543,808
162,collections::hash_set,9970,213848,850
162,collections::vec_deque,7613,67254,843
162,char,2382,9475,263
162,f64,10171,32445,897
162,tuple,3957,17914,463
162,fmt,5122,6387,335
162,future,999,2598,182
162,i64,8652,64640,886
162,u64,5835,24701,646
162,io,3221,4609,350
162,macros,173,636,155
162,macros::builtin,1226,2347,179
162,mem,2139,8059,303
162,object,9393,105243,966
162,ops,43435,546628,4128
162,ops::generator,5801,46417,604
162,option,8253,102777,935
162,result,5080,21664,618
162,stream,2293,4034,263
162,test,2428,4582,262
162,vec,6354,25578,771
162,slice,2291,30629,280
163,iter,53960,535674,3321
163,core,4553,11045,395
163,cmp,4855,15957,635
163,any,2118,3837,315
163,clone,2314,2576,243
163,num,2361,2203,204
163,hash,695,1486,142
163,string,13866,176094,1536
163,bytes,7313,33502,784
163,collections,1430,2162,267
163,collections::hash_map,12758,138327,750
163,collections::hash_set,11100,210211,843
163,collections::vec_deque,8117,67889,860
163,char,2220,9550,355
163,f64,11139,32657,1036
163,tuple,4431,17824,494
163,fmt,5765,6402,351
163,future,1033,2715,212
163,i64,9179,61436,832
163,u64,6634,25233,636
163,io,3662,4499,410
163,macros,173,626,146
163,macros::builtin,1541,2299,194
163,mem,2450,7931,357
163,object,9723,106063,948
163,ops,42638,547636,4275
163,ops::generator,5341,46984,641
163,option,7942,102821,857
163,result,4773,21382,602
163,stream,1654,4066,261
163,test,2066,4688,291
163,vec,5916,25161,749
163,slice,1921,30797,311
166,iter,47689,530981,2988
166,core,3917,10648,439
166,cmp,5825,15855,660
166,any,1716,3850,304
166,clone,2355,2582,247
166,num,2127,2280,201
166,hash,540,1425,157
166,string,12254,175288,1538
166,bytes,6680,33311,802
166,collections,1403,2218,237
166,collections::hash_map,11140,134570,777
166,collections::hash_set,9522,212477,944
166,collections::vec_deque,7145,66807,900
166,char,2319,9221,309
166,f64,10120,32668,943
166,tuple,3984,19154,487
166,fmt,4921,6307,338
166,future,974,2585,201
166,i64,8241,61760,823
166,u64,5854,24523,630
166,io,3113,4565,404
166,macros,172,612,141
166,macros::builtin,1223,2390,165
166,mem,2092,7843,310
166,object,8132,103797,992
166,ops,42502,546299,4073
166,ops::generator,5351,45428,596
166,option,8190,104809,873
166,result,5003,21365,630
166,stream,1743,4089,303
166,test,2011,4615,281
166,vec,5800,24992,681
166,slice,1863,30015,273
169,iter,45877,534730,2868
169,core,3975,10596,386
169,cmp,4740,15817,603
169,any,2837,3828,265
169,clone,2145,2636,188
169,num,1722,2213,178
169,hash,548,1429,127
169,string,12665,176045,1525
169,bytes,6384,33332,717
169,collections,1375,2238,244
169,collections::hash_map,10304,133892,900
169,collections::hash_set,9953,210528,902
169,collections::vec_deque,7396,69158,817
169,char,2148,9569,299
169,f64,9988,32608,951
169,tuple,3792,17493,458
169,fmt,5111,6373,337
169,future,944,2563,187
169,i64,8470,62038,812
169,u64,5669,24537,621
169,io,3097,4511,382
169,macros,152,590,120
169,macros::builtin,1204,2347,171
169,mem,2023,8139,322
169,object,8405,105251,968
169,ops,44627,544452,3995
169,ops::generator,5517,45446,576
169,option,8255,104432,899
169,result,4822,21210,599
169,stream,1826,4005,257
169,test,2040,4412,282
169,vec,5709,25017,677
169,slice,1923,30264,264
170,iter,45735,533426,3057
170,core,3852,10826,449
170,cmp,4478,15919,656
170,any,1710,3798,312
170,clone,2288,2543,243
170,num,2671,2407,189
170,hash,560,1477,177
170,string,12689,174518,1473
170,bytes,6693,35252,784
170,collections,1336,2272,297
170,collections::hash_map,9576,132900,785
170,collections::hash_set,11643,213640,837
170,collections::vec_deque,7547,67405,779
170,char,2289,9218,311
170,f64,9887,34366,959
170,tuple,3808,17852,464
170,fmt,4780,6301,337
170,future,972,2607,212
170,i64,8676,60993,831
170,u64,5795,24433,611
170,io,3127,4591,368
170,macros,189,680,122
170,macros::builtin,1220,2328,194
170,mem,2045,8121,299
170,object,9063,103950,959
170,ops,44481,536773,4991
170,ops::generator,6989,46286,621
170,option,8330,104829,898
170,result,5136,21200,585
170,stream,1760,4064,275
170,test,2078,4530,304
170,vec,5889,25175,697
170,slice,1826,31210,306
171,iter,47768,528889,2897
171,core,3914,10606,399
171,cmp,5785,15580,616
171,any,1652,3928,253
171,clone,2179,2593,218
171,num,2845,2284,177
171,hash,532,1448,152
171,string,13285,175225,1451
171,bytes,6907,33245,743
171,collections,1381,2250,250
171,collections::hash_map,9238,133801,800
171,collections::hash_set,11109,208820,809
171,collections::vec_deque,7351,71269,817
171,char,2338,9409,315
171,f64,9957,32779,945
171,tuple,4028,17709,419
171,fmt,4842,6376,316
171,future,908,2729,223
171,i64,8422,60461,865
171,u64,5809,24519,645
171,io,3117,4502,374
171,macros,181,635,157
171,macros::builtin,1209,2401,170
171,mem,2052,7965,331
171,object,7794,106640,916
171,ops,42344,536074,3923
171,ops::generator,5372,45074,574
171,option,13138,108257,906
171,result,5346,21387,568
171,stream,1810,4150,268
171,test,1970,4524,313
171,vec,6244,25598,690
171,slice,1866,30381,274
172,iter,43733,535492,2855
172,core,4147,10830,429
172,cmp,5760,15896,672
172,any,1711,3788,282
172,clone,2256,2584,254
172,num,2777,2212,172
172,hash,520,1449,176
172,string,13949,177512,1526
172,bytes,6846,33910,788
172,collections,1372,2305,283
172,collections::hash_map,9807,136151,799
172,collections::hash_set,10141,215478,900
172,collections::vec_deque,7407,68159,797
172,char,2396,9326,312
172,f64,10228,32794,971
172,tuple,3792,18107,429
172,fmt,4935,6318,336
172,future,961,2732,215
172,i64,8720,61885,882
172,u64,6329,24746,694
172,io,3155,4600,364
172,macros,204,614,132
172,macros::builtin,1219,2340,191
172,mem,2084,8066,327
172,object,8246,107065,984
172,ops,42852,547693,4131
172,ops::generator,5225,47562,582
172,option,7946,103614,819
172,result,5094,21481,569
172,stream,1731,4160,279
172,test,2037,4538,258
172,vec,5729,25425,727
172,slice,1896,30386,302
173,iter,46575,537261,4020
173,core,5128,11067,365
173,cmp,4686,16472,606
173,any,2821,3985,335
173,clone,2224,2536,221
173,num,2102,2358,162
173,hash,568,1479,145
173,string,12446,178677,1456
173,bytes,6170,34657,853
173,collections,1467,2180,254
173,collections::hash_map,10867,140567,850
173,collections::hash_set,9453,213839,915
173,collections::vec_deque,6582,68514,809
173,char,2320,9458,274
173,f64,10287,33694,921
173,tuple,3914,18176,501
173,fmt,5091,6406,364
173,future,994,2595,184
173,i64,8270,62729,832
173,u64,5864,25862,735
173,io,3251,4668,329
173,macros,167,708,154
173,macros::builtin,1215,2381,181
173,mem,2154,8205,308
173,object,8012,106857,965
173,ops,44285,549084,4227
173,ops::generator,5288,46715,601
173,option,7791,105984,870
173,result,4714,21922,634
173,stream,1729,4206,243
173,test,2007,4601,238
173,vec,5811,26214,659
173,slice,1813,31180,280
174,iter,45840,536213,3108
174,core,3967,10549,447
174,cmp,4559,15788,653
174,any,2938,3885,275
174,clone,1124,2451,216
174,num,2020,2192,187
174,hash,532,1457,144
174,string,12168,181029,1541
174,bytes,6193,34143,756
174,collections,1356,2108,278
174,collections::hash_map,9177,134745,795
174,collections::hash_set,10081,206974,809
174,collections::vec_deque,7135,67275,894
174,char,2132,9304,355
174,f64,11418,32654,979
174,tuple,3922,17797,417
174,fmt,5233,6449,361
174,future,951,2615,187
174,i64,8453,61697,846
174,u64,5897,24712,629
174,io,3149,4524,407
174,macros,197,613,152
174,macros::builtin,1246,2339,199
174,mem,2075,7922,339
174,object,7873,104408,988
174,ops,44245,546312,4035
174,ops::generator,5425,45265,596
174,option,8040,105021,905
174,result,5086,21370,593
174,stream,1733,4075,248
174,test,1976,4567,249
174,vec,6306,25011,718
174,slice,1844,30444,253
175,iter,44420,526206,2896
175,core,4016,10694,363
175,cmp,4708,17205,654
175,any,1705,3741,292
175,clone,2547,2683,215
175,num,1898,2253,180
175,hash,545,1452,142
175,string,12132,177674,1401
175,bytes,6353,33786,728
175,collections,1351,2332,209
175,collections::hash_map,11307,132220,833
175,collections::hash_set,9698,208959,760
175,collections::vec_deque,7225,67254,780
175,char,2131,9411,331
175,f64,9848,34131,917
175,tuple,3680,17388,469
175,fmt,4877,6371,331
175,future,976,2692,197
175,i64,8898,60064,837
175,u64,6020,24498,628
175,io,3156,4743,347
175,macros,184,657,169
175,macros::builtin,1278,2449,184
175,mem,2091,7921,323
175,object,8024,103007,806
175,ops,42818,545573,4091
175,ops::generator,5370,45267,541
175,option,8110,104611,874
175,result,4920,21690,626
175,stream,1708,4091,286
175,test,2014,4474,293
175,vec,5950,25483,709
175,slice,1879,30288,300
176,iter,45797,528281,2973
176,core,3902,10667,440
176,cmp,4529,15704,653
176,any,1761,3859,288
176,clone,1135,2664,211
176,num,1966,2240,185
176,hash,535,1399,151
176,string,12345,180345,1599
176,bytes,6609,33322,696
176,collections,1358,2233,254
176,collections::hash_map,9151,133236,809
176,collections::hash_set,9863,214967,845
176,collections::vec_deque,7224,71033,856
176,char,2355,9306,303
176,f64,9668,32162,911
176,tuple,3739,17764,473
176,fmt,5055,6505,363
176,future,969,2692,207
176,i64,9931,58983,820
176,u64,5869,26224,696
176,io,3182,4719,361
176,macros,163,619,132
176,macros::builtin,1227,2350,185
176,mem,2166,8158,303
176,object,7642,104515,998
176,ops,42793,547759,4072
176,ops::generator,5332,44879,509
176,option,8314,102805,857
176,result,5180,21321,606
176,stream,1751,4122,256
176,test,2043,4519,284
176,vec,6274,26826,641
176,slice,1874,30388,296
177,iter,46592,531504,2970
177,core,4002,10687,451
177,cmp,4474,15630,673
177,any,1688,3832,308
177,clone,2291,2599,237
177,num,2695,2324,182
177,hash,523,1494,176
177,string,12212,179814,1466
177,bytes,6628,33307,757
177,collections,1353,2266,272
177,collections::hash_map,9764,133524,869
177,collections::hash_set,11333,209637,867
177,collections::vec_deque,6546,67398,778
177,char,2398,9261,304
177,f64,9726,32346,991
177,tuple,3695,17755,461
177,fmt,4878,6366,355
177,future,941,2607,202
177,i64,9063,61699,825
177,u64,5923,24527,683
177,io,3077,4582,373
177,macros,172,601,148
177,macros::builtin,1272,2428,180
177,mem,2074,8006,328
177,object,8120,104999,1048
177,ops,42137,549763,4159
177,ops::generator,5385,46015,603
177,option,7676,103146,888
177,result,4704,21255,552
177,stream,1744,4021,292
177,test,1952,4466,300
177,vec,6121,25311,751
177,slice,1875,30409,278
179,iter,47515,557919,3061
179,core,3938,10881,359
179,cmp,4716,15734,621
179,any,1816,3857,289
179,clone,2308,2703,210
179,num,2847,2337,166
179,hash,563,1392,143
179,string,12746,174566,1467
179,bytes,6683,33245,759
179,collections,1345,2262,242
179,collections::hash_map,9811,136302,857
179,collections::hash_set,11317,206775,889
179,collections::vec_deque,7203,68907,893
179,char,2357,9164,323
179,f64,10250,32406,983
179,tuple,3796,17647,463
179,fmt,4705,6455,347
179,future,935,2581,182
179,i64,9034,61021,821
179,u64,6245,24374,640
179,io,3130,4583,350
179,macros,194,630,148
179,macros::builtin,1241,2438,180
179,mem,2124,7794,321
179,object,8153,103764,948
179,ops,44819,546375,3941
179,ops::generator,5335,46010,625
179,option,8186,104909,859
179,result,4981,21300,665
179,stream,1668,3999,282
179,test,1971,4510,253
179,vec,6485,25117,668
179,slice,1908,30492,277
182,iter,45366,531139,2963
182,core,3946,10655,430
182,cmp,4580,15852,611
182,any,2874,3927,266
182,clone,1143,2549,229
182,num,2020,2213,188
182,hash,534,1395,156
182,string,12264,176305,1550
182,bytes,6608,33784,849
182,collections,1374,2342,265
182,collections::hash_map,9333,138299,938
182,collections::hash_set,9875,210969,858
182,collections::vec_deque,6771,66921,868
182,char,2226,9134,331
182,f64,9912,32596,966
182,tuple,3858,17802,462
182,fmt,5221,6307,364
182,future,957,2691,194
182,i64,8464,61232,936
182,u64,6348,24286,705
182,io,3088,4528,363
182,macros,188,615,141
182,macros::builtin,1264,2416,190
182,mem,2147,7968,322
182,object,8053,105919,973
182,ops,42618,551699,4143
182,ops::generator,5379,46341,590
182,option,7848,102529,885
182,result,4553,21575,640
182,stream,1716,4134,274
182,test,2012,4459,249
182,vec,5701,25199,704
182,slice,1915,30661,267
183,iter,46378,527834,2917
183,core,3938,10573,426
183,cmp,4474,15604,599
183,any,2882,3773,268
183,clone,2226,2492,216
183,num,2227,2324,186
183,hash,547,1514,172
183,string,12320,175429,1420
183,bytes,6459,33596,756
183,collections,1343,2145,268
183,collections::hash_map,10806,137839,877
183,collections::hash_set,9737,208224,865
183,collections::vec_deque,6660,67516,791
183,char,2338,9357,318
183,f64,9832,32445,970
183,tuple,3967,17811,466
183,fmt,4837,6496,315
183,future,925,2605,210
183,i64,8413,61583,815
183,u64,5770,24550,639
183,io,3037,4637,349
183,macros,168,630,143
183,macros::builtin,1249,2377,179
183,mem,2151,7925,279
183,object,7955,105697,962
183,ops,42903,545975,4259
183,ops::generator,5313,45161,560
183,option,8058,104759,881
183,result,4902,21368,583
183,stream,1794,4144,262
183,test,1977,4581,273
183,vec,6127,25303,703
183,slice,1847,30460,260
188,iter,51246,546630,3923
188,core,4004,10537,489
188,cmp,4654,15904,667
188,any,1675,3779,294
188,clone,1071,2568,231
188,num,1984,2331,178
188,hash,542,1434,194
188,string,12070,175477,1538
188,bytes,6585,33597,747
188,collections,1355,2225,265
188,collections::hash_map,9655,132591,808
188,collections::hash_set,9956,222720,916
188,collections::vec_deque,7271,67655,824
188,char,2355,9155,321
188,f64,9836,32333,981
188,tuple,3736,17510,497
188,fmt,4877,6326,336
188,future,980,2702,216
188,i64,8511,61187,870
188,u64,6039,24469,606
188,io,3093,4620,367
188,macros,183,597,164
188,macros::builtin,1251,2440,188
188,mem,2036,7827,303
188,object,7740,105026,961
188,ops,42893,544352,4346
188,ops::generator,5485,45299,603
188,option,7818,104826,881
188,result,4816,21346,568
188,stream,1719,4116,274
188,test,1991,4348,309
188,vec,6143,25308,694
188,slice,1837,30069,277
189,iter,47757,533290,2978
189,core,3987,10853,453
189,cmp,4473,15755,669
189,any,2942,3924,324
189,clone,2234,2590,242
189,num,1953,2312,185
189,hash,523,1460,165
189,string,11994,175835,1517
189,bytes,6700,33708,753
189,collections,1404,2278,266
189,collections::hash_map,11138,134236,823
189,collections::hash_set,9558,210117,833
189,collections::vec_deque,7270,69210,894
189,char,2382,9379,354
189,f64,9787,32497,1005
189,tuple,3712,17676,442
189,fmt,5235,6262,338
189,future,946,2671,188
189,i64,8574,61312,847
189,u64,6387,24674,630
189,io,3022,4527,337
189,macros,171,592,116
189,macros::builtin,1210,2410,156
189,mem,2076,8150,311
189,object,8032,103638,954
189,ops,43498,544962,4139
189,ops::generator,5760,46040,600
189,option,8401,104683,896
189,result,5075,21456,618
189,stream,1728,4106,266
189,test,2154,4537,302
189,vec,5746,24996,696
189,slice,1972,30454,254
190,iter,45715,527949,3908
190,core,4014,10741,412
190,cmp,4795,15717,657
190,any,1820,3788,287
190,clone,1152,2429,217
190,num,1979,2253,196
190,hash,550,1451,154
190,string,12770,173279,1504
190,bytes,6447,35059,737
190,collections,1367,2257,282
190,collections::hash_map,9781,135266,849
190,collections::hash_set,11291,207085,841
190,collections::vec_deque,6842,67486,924
190,char,2480,9242,336
190,f64,9991,34038,1013
190,tuple,3771,17598,513
190,fmt,4953,6365,371
190,future,936,2679,228
190,i64,8548,61911,849
190,u64,5838,24517,653
190,io,3208,4644,362
190,macros,159,601,145
190,macros::builtin,1264,2328,188
190,mem,2129,7982,341
190,object,8228,104698,935
190,ops,46135,546274,4097
190,ops::generator,5519,45018,556
190,option,8115,104070,857
190,result,4960,21142,581
190,stream,1830,4017,257
190,test,1969,4345,303
190,vec,5762,25409,734
190,slice,1949,30336,264
191,iter,51428,529091,3068
191,core,3961,10532,459
191,cmp,4606,15871,676
191,any,2954,3899,334
191,clone,1186,2550,241
191,num,1950,2247,182
191,hash,562,1422,186
191,string,12143,175600,1578
